id,userId,latitude,longitude,timeStamp,hashtags
624007956267446272,51140387,-73.49469,40.59786,1437610064,#nofilter #sunset #zachsbay #greatsouthbay #jonesbeachtheater #saltlife #boatlife
624008047019565056,1615572912,-73.999037,40.724908,1437610086,#catering #meditation #sustainable #local
624008137096462336,61233957,-73.983911,40.74396,1437610108,#alkalizer #fruitenzymes
624008253354176512,255035196,-73.944162,40.747449,1437610135,#wordbrain #words
624008345414987776,266739548,-73.985131,40.758895,1437610157,#cool #view #hotel #newyork #mariott #city #broadway #summer
624008370652094464,17613043,-73.986981,40.720401,1437610163,#happynappybirthday #internationalcelebrateankynosday2015
624008382719098884,19497190,-73.805461,43.055158,1437610166,#saratogasprings #ballet #dinner #cocktail #cocktaling #chinaballet #peonypavillion #peony
624008442404020224,27743118,-73.975307,40.768924,1437610180,#city #citygirl #citylife #centralpark #gotham #manhattan
624008451237261312,69785357,-73.926583,40.829261,1437610182,#yankeestadium #bronx #toomanypeople #20k #nyy
624008491389333504,33386631,-73.926583,40.829261,1437610192,#yankees #baseball #mylife #yankeestadium #goodtimes #allsmiles #sofiamaren #scarlettmae #lovethem
624008512797081602,158074153,-74.003365,40.723743,1437610197,#perasoho #musicaldream
624008569982205953,426341719,-73.98881,40.779576,1437610211,#summeronthehudson #lindsayandlatteadventures
624008580530839553,19613720,-73.933379,40.742298,1437610213,#daypartyalert #2ndstop #touchtheskysundays
624008625271480324,302485558,-74.007851,40.7407,1437610224,#nyc #buying #newyork
624008686269116416,37712656,-73.973546,40.698264,1437610238,#thefuture #rooftopreds #andthewineisdelicious
624008693374406656,283135505,-73.982882,40.428569,1437610240,#goldenhour #wearethosepeople #home #livefornightslikethis
624008735250366465,25533456,-74.015442,40.7146,1437610250,#bbq #nyc #wtc
624008737162969088,322133593,-74.006569,40.719616,1437610251,#whoyougonnacall #ghostbusters #vscocam #nyc
624008747342557184,33611053,-73.403848,44.526692,1437610253,#champlain #sunset #summer #vermont #casesicm
624008785347112961,21542518,-74.018648,40.705238,1437610262,#nyc #iava #neverforget
624008816607252481,103041069,-73.987985,40.749338,1437610270,#bff #nyc
624008844088315904,301184093,-72.451095,40.912238,1437610276,#ngla #hamptonsgolf #truespecgolf #wind
624008935624867841,57803166,-73.967804,40.648736,1437610298,#endomondo #endorphins
624009020651798528,325164824,-74.010315,40.729622,1437610318,#ny #nyc #manhattan #hair #girl #happy
624009027056500736,36816846,-73.996432,40.725478,1437610320,#chelseafc #premierleague #futebol #futbol #soccer #ny #nyc #newyork #eastcoast #wedensday
624009082819735552,208074475,-74.049772,40.725869,1437610333,#bilefarms #stopbilefarm
624009085365653505,12307412,-73.995262,40.720306,1437610334,#cocktail #eggsyall
624009126188843010,1338744648,-73.985036,40.728155,1437610343,#rwa15 #newyork
624009134460018688,58663143,-74.008164,40.740565,1437610345,#meatpacking #mpia #nyc
624009381156360192,26937987,-73.954975,40.721274,1437610404,#williamsburg #brooklyn
624009390711046144,58238383,-73.992786,40.750528,1437610406,#u2msg #msg #ireland
624009397405151232,109697816,-73.999879,40.746102,1437610408,#wethotamericansummerfirstdayofcamp #netflix
624009412374626304,37712656,-73.973546,40.698264,1437610412,#rooftopreds #rooftopvineyard
624009454619656194,191697264,-73.981194,40.57349,1437610422,#boombitches #youaintaboutthislife #fastlife #thisiswhatwedo #yeahisaidit #placetobeach #coneyisland
624009454955139072,1338744648,-73.984964,40.728217,1437610422,#rwa15 #timessquare
624009461250805760,346902902,-73.988906,40.763482,1437610423,#hellskitchen #sunset #hk #nyc
624009543966662656,52919336,-73.986951,40.757925,1437610443,#nyc #workflow #limodriver #wtf
624009596747796480,403180907,-73.985131,40.758895,1437610456,#nyc #ladyliberty
624009616612048896,242936754,-73.992786,40.750528,1437610460,#u2 #u2msg
624009619506073601,208074475,-74.050078,40.725674,1437610461,#bilefarms #bears #bile #moonbears #cruelty
624009623121567745,48211232,-73.997,40.7202,1437610462,#nyc #summer
624009623654277120,135617210,-73.988906,40.763482,1437610462,#nyc #bigapple
624009801912197120,39811168,-73.992837,40.740528,1437610504,#nyc #style #menswear
624009811991072769,2968148254,-74.006435,40.654871,1437610507,#dvd #cases #generic
624009863253913600,76427246,-73.992512,40.745314,1437610519,#sharknado3 #ohhellno #syfypremiere
624009932585717760,33624244,-73.979594,40.759562,1437610536,#loveher #bestinternever #homeofthenado #sharknado3
624010023669248001,428403511,-74.005291,40.728465,1437610557,#sobs #music #germany #fighter #solvillage #enspire #support
624010045550936064,143041301,-73.926583,40.829261,1437610563,#catchgreatness #landon #austin #bestbuds #nyy
624010058616176640,27743118,-73.975307,40.768924,1437610566,#squirrel #centralpark #manhattan #gotham #citygirl #citylife #city #uptowngirl
624010100550860800,224796846,-73.945778,40.680035,1437610576,#repost #swagbag #vendors #sponsors
624010111330185216,22686054,-73.992786,40.750528,1437610578,#u2ietour #joeyramone
624010150693703680,197880266,-74.028511,40.735886,1437610588,#djcream #crooklynclan
624010157710778368,2869085893,-73.97465,40.749326,1437610589,#batman #spiderman #facepaint #bellafacepainting
624010235636809729,412638752,-73.890808,40.658051,1437610608,#baconator #baconatorfries #fia83rd
624010237360635906,19372786,-73.97617,40.66319,1437610608,#celebratebrooklyn #modestmouse
624010272026570752,856488618,-74.014228,40.708472,1437610617,#bartender #youalready
624010332764286976,2869085893,-73.97465,40.749326,1437610631,#batman #spiderman #facepaint #bellafacepainting
624010400435175426,1360533356,-73.983254,40.742592,1437610647,#omakase #tastingmenu #printedmenu
624010430386728960,208074475,-74.050195,40.725601,1437610654,#bilefarms #horrifying #torture #bears #moonberas
624010533851762688,33624244,-73.979594,40.759562,1437610679,#wefancy #sharknado3 #homeofthenado #poppinchampagne
624010552097021952,12209202,-73.778889,40.639722,1437610683,#bouncingsouls #anchorsaweigh
624010552541642752,23772296,-73.926583,40.829261,1437610683,#catchgreatness #lailajolie
624010552940085248,23848193,-73.98259,40.74633,1437610684,#seafood #eats #food #newyork #appetizer
624010572858851328,208074475,-74.049771,40.725864,1437610688,#bilefarms #horrifying #torture #bears #moonberas
624010631910453248,18231071,-74.009697,40.732689,1437610702,#luckycharming #burlesque #boylesque #newyork
624010635408482305,3208825539,-73.947034,40.809007,1437610703,#lituation #nyc #ds2nyc
624010677305372673,208074475,-74.052528,40.724139,1437610713,#bilefarms #horrifying #torture #bears #moonberas
624010699610714117,208074475,-74.052528,40.724139,1437610719,#bilefarms #horrifying #torture #bears #moonberas
624010718015291392,318511222,-73.971048,40.772673,1437610723,#xambassadors #gorgeous #favoritesong #nowplaying #bestnewband #besties
624010756686790656,707891263,-74.00165,40.738442,1437610732,#politics #progressive #democrat
624010810499702784,42073688,-73.926583,40.829261,1437610745,#nicehat #nyyankees #yankees #catchgreatness #beattheorioles
624010851213832193,208074475,-74.052382,40.724231,1437610755,#bilefarms #horrifying #torture #bears #moonberas
624010883102937088,42640432,-73.94383,40.78285,1437610762,#nyc #traffic
624011207335411712,298177220,-74.876762,39.100239,1437610840,#twohalvesofmywholeheart #pops #bikerdad #happybirthday #fuckyoucancer #badassmofo
624011295969382400,469496016,-73.981903,40.731655,1437610861,#wcw #womancrushwednesday #ciara #dancelikeweremakinglove #loveher #sosexy #gorgeous #sexy #sensual
624011599494410240,469496016,-73.981903,40.731655,1437610933,#wcw #womancrushwednesday #ciara #dancelikeweremakinglove #loveher #sosexy #gorgeous #sexy #sensual
624011679198801920,469496016,-73.981903,40.731655,1437610952,#wcw #womancrushwednesday #ciara #dancelikeweremakinglove #loveher #sosexy #gorgeous #sexy #sensual
624011716091887617,33549710,-73.957512,40.721996,1437610961,#repost #rca #rcaconnect
624013061083541506,9907762,-73.954975,40.721274,1437611282,#instapic #instagram #instalife #summerscreen #summer #movies #movienight #dirtydancing #nyc
624013240733929472,90133343,-74.010446,40.738115,1437611324,#summertime #chelsealiving #hudson #nyc #sunset
624013276314247168,2697669251,-73.836766,40.871147,1437611333,#thevantagepointradio #thevantagepoint #selfiegodz #mengink #mengvision
624013489410023424,24391201,-73.991772,40.729259,1437611384,#rosegoldkimchi #gottagomyownway
624013521987239937,79543912,-73.985131,40.758895,1437611391,#newyork #homeiswheretheheartis
624013528702316545,15255661,-74.001938,40.732399,1437611393,#westvillage #nyc
624013533253083136,1640589474,-73.985962,40.747997,1437611394,#dinner #eeeeeats #maryssummer2015 #foodpic
624013536390459396,363790076,-74.0064,40.7142,1437611395,#humpbackwhale #humpday #trainers #confidence #train
624013577687592960,897832170,-74.152984,40.734551,1437611405,#house #music
624013605369946112,169740444,-74.000435,40.730286,1437611411,#magic #nyc #westvillage #newyork #love #ilovenewyork
624013646478340096,2298041855,-73.825666,40.874369,1437611421,#yung #madem3n #weupnext
624013667261149186,2326542698,-73.985131,40.758895,1437611426,#familytime #family #yodersalmons
624013683723751425,2968148254,-74.006435,40.654871,1437611430,#freeship #dvdr #media #princo
624013725041852416,554609200,-73.991722,40.746792,1437611440,#photogrid #hermanosqueamo #lovethiscity #brooklynlove
624013812392439808,377759240,-73.982071,40.665669,1437611461,#brooklyn #love
624013874749132800,225830252,-74.009122,40.73659,1437611476,#onset #thatsawrap #oneworldtradecenter
624013956550643712,431077637,-73.980019,40.815952,1437611495,#koreanshop #hoboken #mitsuwa #stuffedanimal
624013961290194945,600530271,-73.989113,40.755917,1437611496,#invisiblethread #wearenexus
624014034505998337,193155748,-74.034946,40.746636,1437611514,#walkinglikeapredator #ideaworld
624014093171691521,136855066,-73.9942,40.7283,1437611528,#nyc #bellaangelestravels #happy #travel #wanderlust #explore
624014122183729152,166467079,-73.962715,40.607204,1437611535,#workitooutandoffalice #ohalice
624014127523102720,2697669251,-73.836766,40.871147,1437611536,#totalpackageradio #thevantagepointradio #dsnbx #dsn #mengink
624014142853238785,44567855,-74.0064,40.7142,1437611539,#backoutsideboyz #royalacademymusic
624014209232293888,18436941,-73.994721,40.614311,1437611555,#brooklyn #nyc #nofilter
624014281261101057,480894135,-73.801361,40.589706,1437611572,#zumba #fit #fun #goodmood #nike
624014282523561985,11121442,-74.013023,40.70686,1437611573,#latergram #notiltshift #yesfilter #hashtag #dotcom
624014283878330368,51327592,-73.992786,40.750528,1437611573,#u2ietour #msg3 #lovethem
624014288932503552,260925725,-78.99061,43.059966,1437611574,#niagara #usa #ny
624014290991861760,615972569,-73.963782,40.689077,1437611575,#beautifulnight #peoplewatching #cityskyline
624014450383831040,14506696,-73.975307,40.768924,1437611613,#sunset #centralpark #nofilter #nyc
624014546668257280,15497534,-73.946111,40.763889,1437611636,#rooseveltisland #welfareisland
624014587642445824,266153331,-73.967623,40.762187,1437611645,#cliniqueeventnyc #makeovers #bloomingdales #nofilter #browsonpoint
624014622585147393,186606802,-73.926583,40.829261,1437611654,#boyfriend #yankee #stadium #nyc #baseball #love
624014657376919552,33549710,-73.957512,40.721996,1437611662,#rcaurbancrew #funtimes #rcaconnect #2015dayout #ajsavage
624014771013218304,28373972,-74.958989,39.657359,1437611689,#finally #coverup #hibiscus #tat #4yearslater
624014786406297600,36926953,-73.885689,40.836823,1437611693,#stuffed #ihop
624014796606832640,113901568,-73.984728,40.758842,1437611695,#anamericaninparis #broadway #nyc #saraesty #autograph
624014810607415296,18454883,-73.979712,40.765682,1437611699,#rwa15 #happy
624014823714590720,2534585278,-73.94249,40.721539,1437611702,#openmic #acousticopenmic #comedyopenmic #brooklyn #greenpoint
624014844547727360,451583599,-73.975307,40.768924,1437611707,#nyc #sunset #centralpark #skyline
624014846519066624,440600105,-73.984012,40.743997,1437611707,#happybirthday #parkavenue
624014871244357632,42640432,-73.93762,40.72406,1437611713,#queens #traffic
624014877946982400,216570555,-73.987743,40.750122,1437611715,#nyc #summer #iloveny #nofilter #currentsituation
624014899841232896,362591341,-73.965202,40.71162,1437611720,#williamsburgbridge #bikepath #biketowork #lookmomnohands
624014999481139200,21796378,-74.005783,40.739978,1437611744,#nycnights #nofilter
624015010373705728,1709943409,-73.984917,40.73991,1437611746,#nathansykes #gramercytheater
624015026387611648,212594547,-74.044534,40.689265,1437611750,#nyc #notfilter #libertystatue #estatuadaliberdade
624015035300478976,37007008,-73.785043,40.640394,1437611752,#sky #beautiful #love
624015226330042368,89946860,-73.999442,40.790646,1437611798,#fiorellaimage #djiworld #i1 #inspire1 #djiphantom #dji #galaxyfitness
624015255077814272,14318796,-75.166667,39.066667,1437611805,#sunset #jerseyshore #newjersey
624015329761619968,2611903271,-73.989877,40.729747,1437611822,#websterhall #britenites
624015436804456448,573422885,-73.934938,40.750961,1437611848,#nyc #queens #empirestate
624015442332528640,25197017,-73.966919,40.852943,1437611849,#nycmarathontraining #runforlife #legdayeveryday #gdubs
624015487190568960,22451588,-73.999037,40.724908,1437611860,#pinkclouds #sky #skyline #cityscape #nyc #soho #sunset #magichour #summer2015
624015524398276608,2265040802,-74.003722,40.760535,1437611869,#dailycommute #hudsonriver #manhattan #ob4cc #onthefourthfloor #summerofgeorge
624015553410256896,20074234,-74.00502,40.730122,1437611876,#firstdrinkofthenight #newdrinkofthenight #whiskeywednesday #whiskey #littlebranch
624015614600835073,42640432,-73.94896,40.76873,1437611890,#nyc #traffic
624015631202058240,19956795,-73.989113,40.779807,1437611894,#pieri #uws #upperwestside
624015662281826304,362047430,-72.589889,40.982314,1437611902,#winedownwednesday #marthaclara #vineyard #evening
624015680518647810,3032002822,-74.009545,40.749522,1437611906,#lawless #summerinthecity #newyorksummers #hudsonriverflicks #selma
624015731290542080,35074392,-73.82692,40.8849,1437611918,#mcdonalds #oreos #frappe #mccafe
624015772122267648,270087426,-73.974425,40.731283,1437611928,#piantagrassa #legacy #nature #plant #new #flowers #beauty #perfection #nyc #manhattan
624015781618126849,1344414896,-73.918049,40.767217,1437611930,#grilled #calamari #shrimp #citrus #quinoa #cake #astoria #seafood #rawbar #oysters
624015806716846080,14900650,-73.992786,40.750528,1437611936,#u2 #worldsbiggestu2fan
624015848001433600,26510688,-73.972024,40.765459,1437611946,#condo #midtown #roofdeck #floortoceiling #windows
624015858168410112,15679865,-73.964061,40.682896,1437611948,#clintonhill #amnyeats
624015905756999680,7482302,-73.99276,40.769699,1437611960,#torres #torreslovesyou
624015946890498048,540252128,-74.781326,41.038635,1437611970,#lovethislife #jerseylove #sunset #opensky
624015949566476288,856363729,-73.98938,40.72012,1437611970,#narifuri #narifuriny
624016034127810560,171331085,-74.01085,40.733465,1437611990,#wonderfulnight #nikerun #nikeplus #nike #hudsonriverpark
624016065891274752,552842146,-73.998799,40.745078,1437611998,#mood #ds2
624016112175448064,41844015,-73.987763,40.745838,1437612009,#bigapple #vscocam
624016151295692800,41011300,-73.979759,40.72784,1437612018,#gcssmnyc #tasteandsee
624016179120766976,16016402,-73.956734,40.721458,1437612025,#sunsetovernyc #williamsburg #brooklyn #viewfrommywindow
624016239397089280,36661850,-73.986874,40.686956,1437612039,#icecream #boerumhill #whereareyou #icecreamman #icecreamtruck #whateverthekidscallyouthesedays #isthereanappforthis
624016245948579840,1090325732,-74.026302,40.741343,1437612041,#hoboken #summer #show #theatre #hudsonriver #1wtc #wtc #manhattan #nyc
624016466220814336,305199288,-74.026279,40.749827,1437612093,#backyard #actually #itreallyis #lucky
624016541445681154,615972569,-73.963782,40.689077,1437612111,#cityskyline #cityscape
624016544578846721,57561800,-73.974333,40.791513,1437612112,#killingit #life #mood
624016544981516288,31376393,-73.985131,40.758895,1437612112,#nycscenes #iwish #tryinghard
624016550543138817,2866028650,-73.972323,40.662878,1437612113,#instasquare #nikesoccer #nyc
624016570491211782,552875318,-73.983871,40.72723,1437612118,#italian #vermouth
624016585934663680,467890852,-74.012966,40.711384,1437612122,#911 #neverforget #eastcoast15
624016586815504384,40911524,-74.007057,40.719601,1437612122,#tribeca #nyc #newyork #alfresco #ghostbustersacrossthestreet
624016611415052288,50680780,-74.005746,40.710884,1437612128,#loveitorhateit #sunset #fidi #newyorkbygehry #freedomtower #wtc
624016614330093569,52777941,-73.988408,40.742952,1437612129,#summer2015 #nyc #flatironbuilding
624016624526458880,16559429,-73.992786,40.750528,1437612131,#u2 #u2ietour #msg
624016679736090624,567283774,-74.0064,40.7142,1437612144,#nyc #wednesday #july #22 #edgy #day
624016720471171072,417634927,-73.987122,40.764921,1437612154,#nycdining #yakitori #nyc #michelin
624016736032030720,339198557,-74.002678,40.749989,1437612158,#newbalance #nbevolution #billytheartist #nyc
624016767795466240,40789968,-73.95883,40.712775,1437612165,#newlingerieday #inforthenight #lotr
624016853388652544,110518597,-74.014302,40.714605,1437612186,#hudsonsunsets #loveit #cloudporn #nyc #skyline #viewsfromgs #gsviews
624016919826464768,501230710,-73.98745,40.75866,1437612202,#dinerflow #ilovesushi #smiling #foodporn #nomnom
624017018472239104,1376200387,-73.986671,40.762371,1437612225,#friends #familyandfinances #makingmorememories #dinner
624017037531193344,35821327,-73.97617,40.66319,1437612230,#summertime #prospectpark #killingit
624017066375385088,163286443,-73.983711,40.727161,1437612236,#crifdog #baconwrappedhotdogs #ketchupandmustard #foodporn #nyc
624017153436557313,24916183,-73.971048,40.772673,1437612257,#milkychance #summerstage #newyork #2015 #livemusic
624017171274969088,67470053,-74.004897,40.719933,1437612261,#triangleoffense #desertstormdjs
624017252262805504,750599869,-73.944473,40.774122,1437612281,#onlyinnyc #summerinthecity #nyc #carlschurzpark
624017280427511808,1569246732,-73.926583,40.829261,1437612287,#familia #yankeesvsorioles
624017299159257088,218184388,-73.989782,40.740047,1437612292,#loveandhiphop #nycmodel #model #modellife
624017403366801409,17780094,-73.980026,40.663848,1437612317,#bebeauby #rooftopgardening
624017428176052224,49819048,-73.989877,40.729747,1437612323,#wildweberwest #agencyidol
624017514914312192,2968148254,-74.006435,40.654871,1437612343,#pp #poly #cases #generic
624017541191585792,420770187,-74.08535,40.70187,1437612350,#jcbound #jerseycity
624017574804758528,2534585278,-73.94249,40.721539,1437612358,#openmic #acousticopenmic #comedyopenmic #brooklyn #greenpoint
624017578327941121,32553012,-73.99232,40.742091,1437612359,#teamdessert #cookingclass #nyc
624017646959374336,15394663,-73.967125,40.753799,1437612375,#scallops #summercooking #foodporn #godolcevita #artofliving
624017687182725120,352146662,-73.823241,42.964695,1437612384,#minijockey #myfirstponyride #familynight
624017692777955328,1113139172,-74.0064,40.7142,1437612386,#1967cam #traveladventures #traveladdict #travel #neverstopexploring #newyorkcity
624017721055907840,128621067,-74.009205,40.710957,1437612393,#me #newyork #station #subway #newyorkmanhattan #citymanhattan
624017817457836033,2150114101,-73.940344,40.750653,1437612416,#queens #nyc #citylife #queensboro #silvercup #lic
624017822897860608,161012628,-73.989332,40.74132,1437612417,#manhattan #igersofnyc #vscocam #nyc #empirestate
624017830640517120,12307412,-73.995262,40.720306,1437612419,#eggsyall #cocktail
624017835312967680,7662652,-74.008186,40.732152,1437612420,#sunset #nyc
624017905043251200,2411557794,-73.984394,40.574786,1437612436,#seasidesummerconcertseries #coneyisland #ericadams
624017928351031296,29913228,-73.947747,40.659725,1437612442,#brooklyn #dumplin #harpercollins #yanovel
624017930188115968,273279765,-73.998253,40.714512,1437612442,#dimsum #1920s #chinatown #staple #instafood #foodstagram #nyc #nomwahteaparlor
624018066184257537,270087426,-74.005146,40.72844,1437612475,#beauty #flowers #orchids #happy #love #latergram #manhattan #nature #nyc
624018144408010752,316202078,-73.966919,40.852943,1437612493,#georgewashingtonbridge #gwb #nyc #ny #nj #manhattan #usa
624018251048202241,257028057,-73.926583,40.829261,1437612519,#letsgoyankees #yeahjeets #firstplace
624018405805457408,26925425,-74.000173,40.737042,1437612556,#jamesbeardfoundation #winendine
624018410456883200,234860878,-74.005402,40.725288,1437612557,#nyc #magnises
624018462969589764,288996881,-73.996864,40.706086,1437612569,#sunset #brooklyn #dumbo #sanctuary #epicsunset #peace
624018463296778240,32265149,-73.973276,40.781666,1437612570,#startalk #emmy #nominated
624018564354297856,2534585278,-73.94249,40.721539,1437612594,#openmic #acousticopenmic #comedyopenmic #brooklyn #greenpoint
624018586294689793,598669394,-73.988449,40.744331,1437612599,#ohanameansfamily #summernights
624018611196325888,268008201,-73.973373,40.746819,1437612605,#home #nyc #newyork #citylife #cityscape #whataview
624018652917055488,390183946,-73.966799,40.793649,1437612615,#americanfood #food #foodporn #burger #newyork #ny #usa
624018653458092033,59034148,-73.994493,40.666591,1437612615,#antman #mip4
624018655895003136,77860335,-74.044534,40.689265,1437612615,#timex #wearitwell #drinksintheair #haveawesleyday
624018662895300609,139965378,-73.936119,40.7677,1437612617,#surreal #summernights #socratessculpturepark #nyc
624018701965262848,1862783090,-73.9787,40.7649,1437612626,#newyork #travel
624018774484733952,76978475,-73.989464,40.76329,1437612644,#summer #summerlovin #ilovesummer #latergram #atlanticcity #beach
624018799893852162,24940128,-73.874474,40.829495,1437612650,#tatscru #hiphop #mural
624018881699516416,568751936,-73.954122,40.805728,1437612669,#sharknado3 #sharkweek2015 #msnbc
624018962876092416,24621269,-74.005966,40.721096,1437612689,#randyclass #solvillage
624019073979019264,27949463,-73.9575,40.6458,1437612715,#datenight #frosandbeaus #myownblacklove #brooklynnights
624019087207829505,544590772,-73.769804,40.763597,1437612718,#zumba #zumbawithfran #sweat #youmissedanawesomeclass
624019093549674496,180992048,-73.952,40.721,1437612720,#repost #summerscreen
624019132225335297,534438798,-73.957268,40.645939,1437612729,#jillscott #kingstheatre #myhome #brooklyn #ny #livemusic
624019192619114496,74050116,-73.974709,40.760742,1437612743,#foodcrawl #seanbrassel
624019214127509504,24940128,-73.874474,40.829495,1437612749,#tatscru #hiphop #mural
624019244062232576,33998488,-73.97479,40.790445,1437612756,#vegan #vegansofig #whatveganseat #veganfoodshare #plantbased
624019300064620544,27743118,-73.975307,40.768924,1437612769,#twilight #centralpark #gotham #manhattan #citygirl #citylife #nyc #instagram #iphoneonly
624019302618898432,421466662,-73.937973,40.824441,1437612770,#selfie #friends #hilare #tongue #tongueout #shadows #handstodaface #hashtag
624019308629336064,19723191,-73.867249,40.825605,1437612771,#efsportsinc #championshipgame #champs
624019368947507200,42640432,-73.83411,40.70995,1437612785,#queens #traffic
624019370780422144,42640432,-73.98694,40.75604,1437612786,#manhattan #traffic
624019428477431808,2307811,-73.789541,40.640269,1437612800,#canada #periscope #canadaday #canadaswonderland
624019433942609920,102517404,-77.564909,43.238622,1437612801,#makeyourownfun #rochester #roc #explorerochester
624019454029090817,1641517969,-73.990546,40.736911,1437612806,#nyparisnyparis #parisboy
624019506122358784,22030251,-73.926583,40.829261,1437612818,#pinstripepride #catchgreatness
624019591132508160,1595040672,-73.996231,40.7668,1437612838,#og #spaceibizany
624019611814600704,325663055,-73.952244,40.792568,1437612843,#summer #nyc #vinyl #records
624019615086153728,153454136,-73.994797,40.745838,1437612844,#cgf #wellplayedsir
624019637836115968,165435777,-74.03,40.75,1437612850,#hoboken #nojokin #carpenters #topfloorlookin #workappreciation
624019662997749760,55274210,-74.002553,40.750087,1437612856,#sohojeanssingoff #jenniferhudson
624019671390531584,16559429,-73.992786,40.750528,1437612858,#u2 #u2ietour #msg
624019791150477312,204575108,-73.9575,40.6458,1437612886,#jillscott #kingstheatre #brooklyn #nyc
624019826466533376,62185694,-73.983597,40.76181,1437612895,#guitar #guitarsthatsexactlyhowtheywork
624020071036387329,182197080,-73.971555,40.758919,1437612953,#headliner #samhunt #pennysaveramp
624020140217225216,145945509,-73.992531,40.717602,1437612969,#asianfood #nyc #foodporn #friends #dinner #manhattan
624020159158710272,832768608,-73.94428,40.81442,1437612974,#love #dj4life #djforlife #tagsforlikesapp #tflers #tweegram #photooftheday #20likes #amazing
624020222152937472,323636283,-73.985626,40.748803,1437612989,#bloggerslovenyc #ohnikka #ohnikkatravels
624020238061969408,17611773,-73.964859,40.652169,1437612993,#filetmignon #aggressivefood
624020278444732416,89221770,-73.979219,40.759045,1437613002,#topoftherock #rockefeller #nyc #nyc2015
624020298002771968,305320086,-73.98847,40.71423,1437613007,#bushwick #brooklyn
624020305858719744,124047753,-74.005052,40.729569,1437613009,#zombiesrun #iamrunner5
624020322543628288,16559429,-73.992786,40.750528,1437613013,#u2 #u2ietour #msg
624020383713378305,15829341,-73.926583,40.829261,1437613027,#bronx #bronxny #yankees
624020387257544704,2687907050,-73.990817,40.779599,1437613028,#movieonthehudson #pieripics
624020389128196096,22564072,-73.984306,40.72744,1437613029,#kodakmoment #letmegoandgetmycamera #sexycani #canivisityouatwork #makeitrain #knerds
624020484888391681,1256445462,-73.922638,40.706997,1437613051,#bxcmusicfestival #shenanigans
624020502097604608,22306861,-73.957547,40.594426,1437613056,#bigbrother #bb17
624020746734538752,22857826,-73.971048,40.772673,1437613114,#centralpark #summerstage
624020832558387200,14514629,-73.998872,40.699648,1437613134,#basketballrenaissance #conquerallcourts #nikenyc
624023659045388288,39667804,-73.069592,40.665706,1437613808,#fireisland #yoga #muscle
624026681389547520,323636283,-73.985746,40.615527,1437614529,#ladyliberty #ohnikkatravels #bloggerslovenyc #ohnikka #traveldivas
624026710250549248,390444513,-73.804981,40.749189,1437614536,#sisterinlaw #guayitea #shesmiles #waitforit
624026771059511296,2414659796,-73.97,40.804,1437614550,#yogaonthehudson #nofilter #namaste
624026801707294720,26323533,-73.986981,40.720401,1437614558,#les #lowereastside #nyc
624026846426976256,86230768,-73.955153,40.789313,1437614568,#ustrip #flowers #nature
